video_id,community,video_bias,participation,betweenness,degree,bridge_score
aWf0OVP2p5o,1,Right,0.6886249796868791,3.618151046795695e-05,5230,1.174730569987443
-72xsUIhZGA,3,Center,0.6600540780259792,4.980223224329936e-05,1915,1.2014228062494736
0-_ELvq9IXE,1,Lean Right,0.44430647180108573,8.55491792339654e-05,7028,0.38732955247407636
3y08ech14N8,1,Lean Right,0.46607857051035717,3.567830758606109e-05,6690,-0.2307044380388608
4TLCg5c-nVU,3,Center,0.667882090774187,0.0,279,0.4968445323558782
64GTn-0XuAc,1,Lean Right,0.4607206014212425,9.491165398896709e-05,7555,0.6321261460179983
6USn66FUTGc,3,Center,0.7271202843470992,4.758069657419731e-06,821,0.940933368503921
6vktju0ksYE,1,Lean Right,0.4642494714106178,4.621543377246366e-05,4468,-0.08271588588485529
7BTOkfq6dMU,1,Lean Right,0.3693705442738531,0.00013132355102528533,8124,0.6094406506134565
9VW-xgOwZOg,1,Lean Right,0.32719356502535957,3.476161067788192e-05,6195,-1.1169183801987275
AYyfuX9ANXI,1,Lean Right,0.2341058328117025,3.06500957182876e-05,6043,-1.7638314828797148
AlIg0ld1PMs,1,Lean Right,0.3672256769372406,8.596304768945182e-05,8156,-0.09055289035414693
ArJ4-2I1qs8,1,Right,0.45853185113069805,4.902738995890507e-06,906,-0.7438872482053713
BWNyucoCH3o,1,Lean Right,0.5522625607346703,9.566853733745595e-05,12821,1.218558576755934
C3kYBznak2g,1,Lean Right,0.3544223139560383,3.095279199104729e-05,5625,-1.0035396403950643
C4LfpeA8lEg,1,Lean Right,0.41256893348945156,4.858478609714697e-05,4689,-0.3714628949747544
DbedCYuI-7M,1,Lean Right,0.2834250964584013,3.4044300879717565e-05,5256,-1.4026854741845423
DdGXT6ZnreI,3,Center,0.7053595012259206,4.2587025734760484e-05,5154,1.3767865990279688
EMClESGxyrc,1,Lean Right,0.29282022394216733,4.929833642706035e-05,5094,-1.1128078745400745
GRxDMkaKMlU,1,Lean Right,0.30326939206777825,5.9347626287605225e-05,4651,-0.8950825413143135
