video_id,community,video_bias,participation,betweenness,degree,bridge_score
NC45TRP4lq0,0,Left,0.7404012901786383,0.013100250686206407,103,6.006598757209777
i5C-DQ0edR0,1,Left,0.5367797724065428,0.0014258716926031322,32,1.1031258476209485
zGSzj7ztszI,0,Left,0.35508575400369446,0.016206140864598415,91,5.4196433263604336
mLHnUjhzv9E,1,Left,0.2441834768320682,0.0009647960457058531,38,-0.31521591347567834
82QXdi4sVIo,2,Center,0.4600661625708885,0.0,5,0.2811024342316568
E5hT2Y6syU8,1,Center,0.3137189398371367,0.02406636457587863,322,7.953016464861792
RZFlIK-zAO8,1,Lean Right,0.5969205110451498,0.013708651856774452,299,5.598948180367981
I6gEk-WXM2k,2,Center,0.20491852060249327,0.0001875788245241045,27,-0.7523102432449111
SsYhC_OPwVU,1,Center,0.26920410819375284,0.0018470644038016447,39,0.09681063294909742
vHWuj0SWs84,2,Lean Left,0.5032336778834062,0.014398247830909747,152,5.433611970397105
Wbz_wFT9foQ,1,Lean Left,0.06410060742956569,0.0005051647997156671,21,-1.2488178843836777
xHZ9SwTk2UE,1,Center,0.09129732137257685,0.0018203957219195671,54,-0.6780739371069749
QYFvtPM2su4,1,Center,0.23959485248125068,0.024432859471621306,258,7.760420711941252
x6yr8W3mc38,1,Center,0.16840779410100093,0.0038805276481813995,171,0.3644476634350241
IsOtuKwCLE0,1,Center,0.2118932051615917,0.015398156962985202,207,4.5246465778182685
gaBPqHkUal4,1,Center,0.2846871757742595,0.02413762663115885,340,7.852650024058067
iUMheDNZLgA,3,Lean Right,0.1921387700727878,0.0026547230191495247,118,0.04373703256829542
piDnvbjKbE8,1,Center,0.5414779250461293,0.008283290727477936,78,3.488835191393785
rvkEpstd9os,1,Lean Left,0.4938642060745867,0.011609419521157441,107,4.431271650051319
wcgawK3t1_s,1,Center,0.2151251439409776,0.01581691934098625,242,4.683009830538749
0BOniOdK0dk,1,Center,0.2138753231829934,0.0007145751748229209,28,-0.531972339880156
9q7FJHslGC0,1,Center,0.5472388694191568,0.0017742083932151668,49,1.268300177523637
MQXyvMSyEos,1,Center,0.2683251093333481,0.0010314913410969025,47,-0.18830705247195845
YQnsrRI2lK0,1,Center,0.0,3.080491640894258e-05,9,-1.688329639260843
_s8JklrBSlk,1,Center,0.2614293188364183,0.0017817560293542061,46,0.04082072439842088
jqFZ0Kz-Yf0,4,Center,0.10833663627956147,1.366564727832939e-05,10,-1.2279766475355396
s5MKVXC9eVo,1,Center,0.32463003110566513,0.0002562679533426127,7,-0.21339464818782367
OWvi_Y7UJJI,1,Center,0.2640453686200377,2.988790901923705e-05,6,-0.5522328254451654
9svEs9P6g20,1,Center,0.3835616438356164,0.0003043321986423868,18,0.056818422266670277
C5aKWkooNJU,1,Center,0.5943268514284745,0.012203698262423896,136,5.068646768615946
I2qBBBvYQOA,1,Center,0.30775236361024805,0.000574542623499424,38,-0.1762438012548693
X-vtAYdnoZ4,1,Center,0.23973821011979057,0.00032964864005049664,17,-0.5534438789682516
aRHcbJ9DHEg,1,Center,0.2604222051402665,0.008342174511417066,150,2.299524111503531
RyM9Z2HHfog,1,Center,0.3817235999751657,0.002684490103721438,88,0.8699510179059934
UbSM_kxpObc,1,Center,0.34225345217946734,0.017086011298965684,176,5.667929142647772
akOo9XqAyxE,4,Center,0.49519415609381,0.00011971814724669283,4,0.47358541319254
6BX0MOmDM8I,2,Left,0.4701554313847226,0.003311668952256631,32,1.4668962503395981
zWaLuVQ_LCc,2,Left,0.4417306060891696,0.00017198252522447204,17,0.2615147825774553
zh2KnEldmDY,2,Left,0.5097962708936645,0.0030666291261724305,45,1.552977408273013
JvmKNtffobE,2,Center,0.5578467234472233,0.015834925044519253,61,6.164245146360237
QguEfBMhpyc,1,Center,0.236655995691871,0.010518759065543882,178,2.948057754187984
I2MJuNxjZao,1,Center,0.24604227997823214,0.005723627105809961,172,1.3343584794615078
Mn1tfFLssM8,4,Center,0.49691790178266504,0.0003999604381644929,25,0.5776746625553271
nSBTTmahTVE,1,Center,0.11817446865458658,0.006848661228452591,150,1.1721180917981688
tN_bYGagM1w,1,Center,0.09192600723140498,0.00045394928208069115,19,-1.1467283422921004
7zSaW69YFAg,1,Lean Right,0.6907873799725651,0.007182372086321743,62,3.7516760313449447
JH-Q5JNTgwE,5,Center,0.6077075128910331,0.0002400679173139079,14,0.9993417016402438
Kb1VldFpRG8,1,Center,0.2667616922518852,0.030579506671828204,344,9.997648966533145
LXcU4WiLowE,1,Center,0.3325543786962478,0.005274409081750874,75,1.5517348302006158
X6Vgzjr2vZI,1,Lean Left,0.15020099832342626,0.0002265133135335264,22,-0.9743759783482944
oQ-gRjvRpbA,1,Center,0.08924742829268051,0.0017205746841649102,92,-0.7213299750846407
Uwo5rjiIEsQ,6,Lean Left,0.6199085155584405,0.012544445141303732,115,5.296288309816212
ltBIHXyKi0I,6,Lean Left,0.18227523234489984,6.774043463712453e-06,13,-0.9121328880919307
6UjaA54t_Nw,1,Center,0.17561788751119023,0.007325081757616773,74,1.5836890948949136
yCfvGOeBJtw,1,Center,0.26842975206611575,0.0021536586311487714,33,0.19923859966563348
u-qO42qjShg,0,Left,0.5208815334384829,0.0027723767380511345,39,1.4991834517810991
Tp76cHN2FDU,1,Left,0.17426026101800063,0.001003337619671603,61,-0.6028602951913126
-P1cJ5y3A28,2,Center,0.0,0.0,1,-1.69895589614799
fA4qqB8j8Gc,1,Center,0.14803592124261078,0.0008834198523404446,15,-0.757092093708448
qkL8leEsxhg,2,Center,0.6160237422515662,0.0040327046025686675,80,2.343416007973555
xqbw_7Vo_eA,2,Center,0.5129513569288674,0.0036564712774022476,89,1.7700244264179483
1UxYlBR4qIU,1,Center,0.20021065259677884,0.006406524923253032,130,1.372673613794948
t6FWHNNFzww,0,Center,0.17088441460775483,0.00019913757375120803,13,-0.8948008925052771
to_cAIjvkKY,1,Center,0.22224444444444447,0.0004043574375557706,19,-0.6029634757650688
ivJ5_yvNJx0,0,Center,0.4792157602036008,0.0,5,0.36351953725045993
kI-J_ENr4aY,7,Center,0.0,0.0,0,-1.69895589614799
1Oe9zK6SJr0,2,Center,0.525920352193347,0.0007362246256071428,22,0.8184924548433987
G2nWxMUX05k,4,Left,0.40551479289940817,0.0011889764908614708,38,0.456462554087866
I7tTsEYE3Ms,4,Center,0.12159109584784655,0.010513469039425556,114,2.4510102287246287
wqWgpVoSh0s,3,Lean Right,0.12935581997007062,0.0018543647338611952,135,-0.5025579327592927
1SIRJEUmZuA,2,Lean Left,0.0,2.893050316242554e-06,8,-1.6979579289586062
4zbvrE1zt70,8,Center,0.38038795974150963,0.0010453134690858587,47,0.2987632622205575
00AiHXj4pDc,9,Center,0.4836836628511967,2.244261713153366e-05,7,0.39049039942437735
HqBtIWFW-0k,1,Center,0.34760172180852744,0.010818327121950355,114,3.528889121863297
JqhCAORmsaE,1,Center,0.5502297871281895,0.01005501414242532,87,4.13766374134436
YYHQSZWbR04,1,Center,0.5875095502092993,0.008854776908422167,133,3.884084690477598
jksj4ZSBX-0,2,Lean Left,0.038308726953415695,0.0006474911987289547,27,-1.3107264557633713
i-DibXXjW4g,2,Lean Left,0.5644919179930923,0.001081777421889743,40,1.1036984740558884
1-6jTTI5xY8,3,Lean Right,0.02086863857444654,0.0006310349418045224,134,-1.3914627175725005
4zbDey8JdFo,3,Lean Right,0.11670590701941885,0.0010968111977346319,147,-0.8183219068419644
61ZjXsDKDHQ,3,Lean Right,0.05396213923963,0.004705924895166318,189,0.15661357662930464
78qb28MP1Ow,3,Lean Right,0.006822276406667438,0.0002918582128252463,92,-1.5689163564645785
8UyzWmgeIg4,3,Lean Right,0.0,3.487609045963032e-05,34,-1.6869252744276264
AtB4NCFkQYY,3,Lean Right,0.18958738843664058,0.0019076973042337763,58,-0.22493271452505514
EPRrtTzsGpw,3,Lean Right,0.12062397873743669,0.0030418780909519418,80,-0.1305018916094952
OPyHpYWDOJk,3,Lean Right,0.3102916672184618,0.0019019525728215104,130,0.2925794077833221
SD7_kmV4EI0,3,Lean Right,0.05567193909421708,0.00021141151307825713,134,-1.3864248148890856
XC3N5c6FRLY,3,Lean Right,0.09178785143413548,0.0018659198569529309,166,-0.6602590669562537
YZlsKvOkHIY,3,Lean Right,0.07194956993453328,0.001384381408663513,162,-0.911748432009315
_K_l7802qZ8,3,Lean Right,0.13322709810425293,0.010923638367595316,124,2.6425791564021432
aR-_FFGCUFQ,3,Lean Right,0.014338617180892577,0.00039207477495223456,100,-1.501997079534175
aWyk1yyeIdc,3,Lean Right,0.03470212074669177,0.00018879295945762998,110,-1.48447822923566
cnvK6lm8T8Y,3,Lean Right,0.10202806612841231,0.000132027226884924,15,-1.2142986076626234
fjGGS5L8NhU,3,Lean Right,0.09289944658403171,0.0010869169283461526,65,-0.9241945355716438
jeEaWN7TXXA,3,Lean Right,0.11579779605995422,0.0012666159473183915,92,-0.7636555803284076
pQK-QbtIf9I,3,Lean Right,0.10524061860981915,0.0017704796897592473,143,-0.6352826981107892
q-BwXssuoN8,3,Lean Right,0.06365120163813043,0.0009500024076695289,168,-1.0973038710704708
qP62O-Z5yr8,3,Lean Right,0.03284504513142816,0.0010404453102226465,123,-1.1986905445935565
x4_lP45M_ik,3,Lean Right,0.07356210225585613,2.7825079489236654e-05,38,-1.3727568779953974
AjpNgWEDc2g,1,Center,0.31348405922827427,0.025996714390543345,237,8.617886068477489
BtkEiNpIyI0,1,Center,0.366485260770975,3.519680372978408e-05,13,-0.10951500126528063
YD3oz4_bg8M,4,Center,0.6746013782002918,0.0003667836347905195,32,1.3309542405807464
YVVmn14NnII,4,Center,0.1562980508528603,0.006331091945294559,116,1.157659263847179
ZWJ1whArJe0,1,Center,0.35687338793550094,0.0042341857054302495,128,1.2975718710234785
bmATcGJ3uJE,1,Center,0.21845999057194543,0.0002791167976542548,31,-0.6624533880049203
dirAPI6IvwA,1,Center,0.25419496982399437,3.2076358897869176e-05,28,-0.5938726065117388
7Q9Hp8NY10M,2,Center,0.5486776343190337,5.386962411605204e-05,7,0.6810559165950076
DV_RG-p0dH0,1,Center,0.4712480005316093,0.0020061669030828288,49,1.0212612991642662
GvaT8JbIXCY,1,Center,0.11249908685806131,0.00023765122176786977,20,-1.1327975032048268
MezbzwNsGdE,2,Center,0.39369964927197365,0.00013528897643397738,10,0.042138920153729165
eslfjT8k-WQ,1,Center,0.20658339669012993,0.0061457637924004,126,1.3101505773451985
pAGAkaasep4,4,Center,0.5594063232755289,0.00016194235667104607,13,0.7645106879803938
te2j6rKG7Lw,1,Lean Right,0.473122641892166,1.6259045542217873e-05,11,0.3429042469347418
yVnXSgY5uls,5,Center,0.42690311418685123,3.226578010957575e-05,4,0.14950364932355908
3eHqAq4gc2c,1,Center,0.38456177129652336,0.0035814282686830942,66,1.1915678574162663
Nj7bmwUIDqI,10,Center,0.0,0.0,0,-1.69895589614799
